hook,source,passed,detail
H3_lift_parity_window_exact,d5:r47:podd:b0,yes,y=10
H1_retarded_target,d5:r47:peven:b1,yes,target=d5:r188:peven:b2 expected=d5:r188:peven:b2
H1_retarded_window_identity,d5:r47:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r47:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r47:peven:b1,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r47:peven:b1,yes,3c+1=4468 2a=4468
H3_lift_child_mod3,d5:r47:peven:b1,yes,c_mod3=1
H3_lift_route,d5:r47:peven:b1,yes,T(2c)=1489 c=1489
H3_lift_target,d5:r47:peven:b1,yes,target=d5:r62:peven:b1 expected=d5:r62:peven:b1
H3_lift_parity_window_exact,d5:r47:peven:b1,yes,y=8
H3_lift_parity_window_exact,d5:r47:peven:b1,yes,y=9
H3_lift_parity_window_exact,d5:r47:peven:b1,yes,y=10
H1_retarded_target,d5:r47:peven:b2,yes,target=d5:r188:peven:b2 expected=d5:r188:peven:b2
H1_retarded_window_identity,d5:r47:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r47:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r47:peven:b2,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r47:peven:b2,yes,3c+1=1552 2a=1552
H3_lift_child_mod3,d5:r47:peven:b2,yes,c_mod3=1
H3_lift_route,d5:r47:peven:b2,yes,T(2c)=517 c=517
H3_lift_target,d5:r47:peven:b2,yes,target=d5:r62:peven:b1 expected=d5:r62:peven:b1
H3_lift_parity_window_exact,d5:r47:peven:b2,yes,y=8
H3_lift_parity_window_exact,d5:r47:peven:b2,yes,y=9
H3_lift_parity_window_exact,d5:r47:peven:b2,yes,y=10
H1_retarded_target,d5:r48:podd:b0,yes,target=d5:r192:peven:b2 expected=d5:r192:peven:b2
H1_retarded_window_identity,d5:r48:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r48:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r48:podd:b0,yes,y=10
H1_retarded_target,d5:r48:peven:b1,yes,target=d5:r192:peven:b2 expected=d5:r192:peven:b2
H1_retarded_window_identity,d5:r48:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r48:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r48:peven:b1,yes,y=10
H1_retarded_target,d5:r48:peven:b2,yes,target=d5:r192:peven:b2 expected=d5:r192:peven:b2
H1_retarded_window_identity,d5:r48:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r48:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r48:peven:b2,yes,y=10
H1_retarded_target,d5:r49:podd:b0,yes,target=d5:r196:peven:b2 expected=d5:r196:peven:b2
H1_retarded_window_identity,d5:r49:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r49:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r49:podd:b0,yes,y=10
H1_retarded_target,d5:r49:peven:b1,yes,target=d5:r196:peven:b2 expected=d5:r196:peven:b2
H1_retarded_window_identity,d5:r49:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r49:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r49:peven:b1,yes,y=10
H1_retarded_target,d5:r49:peven:b2,yes,target=d5:r196:peven:b2 expected=d5:r196:peven:b2
H1_retarded_window_identity,d5:r49:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r49:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r49:peven:b2,yes,y=10
H1_retarded_target,d5:r50:podd:b0,yes,target=d5:r200:peven:b2 expected=d5:r200:peven:b2
H1_retarded_window_identity,d5:r50:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r50:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r50:podd:b0,yes,y=10
H1_retarded_target,d5:r50:peven:b1,yes,target=d5:r200:peven:b2 expected=d5:r200:peven:b2
H1_retarded_window_identity,d5:r50:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r50:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r50:peven:b1,yes,y=10
H1_retarded_target,d5:r50:peven:b2,yes,target=d5:r200:peven:b2 expected=d5:r200:peven:b2
H1_retarded_window_identity,d5:r50:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r50:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r50:peven:b2,yes,y=10
H1_retarded_target,d5:r51:podd:b0,yes,target=d5:r204:peven:b2 expected=d5:r204:peven:b2
H1_retarded_window_identity,d5:r51:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r51:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r51:podd:b0,yes,y=10
H1_retarded_target,d5:r51:peven:b1,yes,target=d5:r204:peven:b2 expected=d5:r204:peven:b2
H1_retarded_window_identity,d5:r51:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r51:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r51:peven:b1,yes,y=10
H1_retarded_target,d5:r51:peven:b2,yes,target=d5:r204:peven:b2 expected=d5:r204:peven:b2
H1_retarded_window_identity,d5:r51:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r51:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r51:peven:b2,yes,y=10
H1_retarded_target,d5:r52:podd:b0,yes,target=d5:r208:peven:b2 expected=d5:r208:peven:b2
H1_retarded_window_identity,d5:r52:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r52:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r52:podd:b0,yes,y=10
H1_retarded_target,d5:r52:peven:b1,yes,target=d5:r208:peven:b2 expected=d5:r208:peven:b2
H1_retarded_window_identity,d5:r52:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r52:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r52:peven:b1,yes,y=10
H1_retarded_target,d5:r52:peven:b2,yes,target=d5:r208:peven:b2 expected=d5:r208:peven:b2
H1_retarded_window_identity,d5:r52:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r52:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r52:peven:b2,yes,y=10
H1_retarded_target,d5:r53:podd:b0,yes,target=d5:r212:peven:b2 expected=d5:r212:peven:b2
H1_retarded_window_identity,d5:r53:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r53:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r53:podd:b0,yes,y=10
advanced_direct_c2_advanced_integrality,d5:r53:podd:b0,yes,3c+1=106 2a=106
H2_direct_child_mod3,d5:r53:podd:b0,yes,c_mod3=2
H2_direct_target,d5:r53:podd:b0,yes,target=d5:r35:podd:b0 expected=d5:r35:podd:b0
H2_direct_window_le_target,d5:r53:podd:b0,yes,y=8
H2_direct_window_le_target,d5:r53:podd:b0,yes,y=9
H2_direct_window_le_target,d5:r53:podd:b0,yes,y=10
H1_retarded_target,d5:r53:peven:b1,yes,target=d5:r212:peven:b2 expected=d5:r212:peven:b2
H1_retarded_window_identity,d5:r53:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r53:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r53:peven:b1,yes,y=10
advanced_direct_c2_advanced_integrality,d5:r53:peven:b1,yes,3c+1=1564 2a=1564
H2_direct_child_mod3,d5:r53:peven:b1,yes,c_mod3=2
H2_direct_target,d5:r53:peven:b1,yes,target=d5:r35:podd:b0 expected=d5:r35:podd:b0
H2_direct_window_le_target,d5:r53:peven:b1,yes,y=8
H2_direct_window_le_target,d5:r53:peven:b1,yes,y=9
H2_direct_window_le_target,d5:r53:peven:b1,yes,y=10
H1_retarded_target,d5:r53:peven:b2,yes,target=d5:r212:peven:b2 expected=d5:r212:peven:b2
H1_retarded_window_identity,d5:r53:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r53:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r53:peven:b2,yes,y=10
advanced_direct_c2_advanced_integrality,d5:r53:peven:b2,yes,3c+1=4480 2a=4480
H2_direct_child_mod3,d5:r53:peven:b2,yes,c_mod3=2
H2_direct_target,d5:r53:peven:b2,yes,target=d5:r35:podd:b0 expected=d5:r35:podd:b0
H2_direct_window_le_target,d5:r53:peven:b2,yes,y=8
H2_direct_window_le_target,d5:r53:peven:b2,yes,y=9
H2_direct_window_le_target,d5:r53:peven:b2,yes,y=10
H1_retarded_target,d5:r54:podd:b0,yes,target=d5:r216:peven:b2 expected=d5:r216:peven:b2
H1_retarded_window_identity,d5:r54:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r54:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r54:podd:b0,yes,y=10
H1_retarded_target,d5:r54:peven:b1,yes,target=d5:r216:peven:b2 expected=d5:r216:peven:b2
H1_retarded_window_identity,d5:r54:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r54:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r54:peven:b1,yes,y=10
H1_retarded_target,d5:r54:peven:b2,yes,target=d5:r216:peven:b2 expected=d5:r216:peven:b2
H1_retarded_window_identity,d5:r54:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r54:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r54:peven:b2,yes,y=10
H1_retarded_target,d5:r55:podd:b0,yes,target=d5:r220:peven:b2 expected=d5:r220:peven:b2
H1_retarded_window_identity,d5:r55:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r55:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r55:podd:b0,yes,y=10
H1_retarded_target,d5:r55:peven:b1,yes,target=d5:r220:peven:b2 expected=d5:r220:peven:b2
H1_retarded_window_identity,d5:r55:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r55:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r55:peven:b1,yes,y=10
H1_retarded_target,d5:r55:peven:b2,yes,target=d5:r220:peven:b2 expected=d5:r220:peven:b2
H1_retarded_window_identity,d5:r55:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r55:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r55:peven:b2,yes,y=10
H1_retarded_target,d5:r56:podd:b0,yes,target=d5:r224:peven:b2 expected=d5:r224:peven:b2
H1_retarded_window_identity,d5:r56:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r56:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r56:podd:b0,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r56:podd:b0,yes,3c+1=1570 2a=1570
H3_lift_child_mod3,d5:r56:podd:b0,yes,c_mod3=1
H3_lift_route,d5:r56:podd:b0,yes,T(2c)=523 c=523
H3_lift_target,d5:r56:podd:b0,yes,target=d5:r74:peven:b1 expected=d5:r74:peven:b1
H3_lift_parity_window_exact,d5:r56:podd:b0,yes,y=8
H3_lift_parity_window_exact,d5:r56:podd:b0,yes,y=9
H3_lift_parity_window_exact,d5:r56:podd:b0,yes,y=10
H1_retarded_target,d5:r56:peven:b1,yes,target=d5:r224:peven:b2 expected=d5:r224:peven:b2
H1_retarded_window_identity,d5:r56:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r56:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r56:peven:b1,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r56:peven:b1,yes,3c+1=3028 2a=3028
H3_lift_child_mod3,d5:r56:peven:b1,yes,c_mod3=1
H3_lift_route,d5:r56:peven:b1,yes,T(2c)=1009 c=1009
H3_lift_target,d5:r56:peven:b1,yes,target=d5:r74:peven:b1 expected=d5:r74:peven:b1
H3_lift_parity_window_exact,d5:r56:peven:b1,yes,y=8
H3_lift_parity_window_exact,d5:r56:peven:b1,yes,y=9
H3_lift_parity_window_exact,d5:r56:peven:b1,yes,y=10
H1_retarded_target,d5:r56:peven:b2,yes,target=d5:r224:peven:b2 expected=d5:r224:peven:b2
H1_retarded_window_identity,d5:r56:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r56:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r56:peven:b2,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r56:peven:b2,yes,3c+1=112 2a=112
H3_lift_child_mod3,d5:r56:peven:b2,yes,c_mod3=1
H3_lift_route,d5:r56:peven:b2,yes,T(2c)=37 c=37
H3_lift_target,d5:r56:peven:b2,yes,target=d5:r74:peven:b1 expected=d5:r74:peven:b1
H3_lift_parity_window_exact,d5:r56:peven:b2,yes,y=8
H3_lift_parity_window_exact,d5:r56:peven:b2,yes,y=9
H3_lift_parity_window_exact,d5:r56:peven:b2,yes,y=10
H1_retarded_target,d5:r57:podd:b0,yes,target=d5:r228:peven:b2 expected=d5:r228:peven:b2
H1_retarded_window_identity,d5:r57:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r57:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r57:podd:b0,yes,y=10
H1_retarded_target,d5:r57:peven:b1,yes,target=d5:r228:peven:b2 expected=d5:r228:peven:b2
H1_retarded_window_identity,d5:r57:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r57:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r57:peven:b1,yes,y=10
H1_retarded_target,d5:r57:peven:b2,yes,target=d5:r228:peven:b2 expected=d5:r228:peven:b2
H1_retarded_window_identity,d5:r57:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r57:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r57:peven:b2,yes,y=10
H1_retarded_target,d5:r58:podd:b0,yes,target=d5:r232:peven:b2 expected=d5:r232:peven:b2
H1_retarded_window_identity,d5:r58:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r58:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r58:podd:b0,yes,y=10
H1_retarded_target,d5:r58:peven:b1,yes,target=d5:r232:peven:b2 expected=d5:r232:peven:b2
H1_retarded_window_identity,d5:r58:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r58:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r58:peven:b1,yes,y=10
H1_retarded_target,d5:r58:peven:b2,yes,target=d5:r232:peven:b2 expected=d5:r232:peven:b2
H1_retarded_window_identity,d5:r58:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r58:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r58:peven:b2,yes,y=10
H1_retarded_target,d5:r59:podd:b0,yes,target=d5:r236:peven:b2 expected=d5:r236:peven:b2
H1_retarded_window_identity,d5:r59:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r59:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r59:podd:b0,yes,y=10
H1_retarded_target,d5:r59:peven:b1,yes,target=d5:r236:peven:b2 expected=d5:r236:peven:b2
H1_retarded_window_identity,d5:r59:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r59:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r59:peven:b1,yes,y=10
H1_retarded_target,d5:r59:peven:b2,yes,target=d5:r236:peven:b2 expected=d5:r236:peven:b2
H1_retarded_window_identity,d5:r59:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r59:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r59:peven:b2,yes,y=10
H1_retarded_target,d5:r60:podd:b0,yes,target=d5:r240:peven:b2 expected=d5:r240:peven:b2
H1_retarded_window_identity,d5:r60:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r60:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r60:podd:b0,yes,y=10
H1_retarded_target,d5:r60:peven:b1,yes,target=d5:r240:peven:b2 expected=d5:r240:peven:b2
H1_retarded_window_identity,d5:r60:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r60:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r60:peven:b1,yes,y=10
H1_retarded_target,d5:r60:peven:b2,yes,target=d5:r240:peven:b2 expected=d5:r240:peven:b2
H1_retarded_window_identity,d5:r60:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r60:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r60:peven:b2,yes,y=10
H1_retarded_target,d5:r61:podd:b0,yes,target=d5:r1:peven:b2 expected=d5:r1:peven:b2
H1_retarded_window_identity,d5:r61:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r61:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r61:podd:b0,yes,y=10
H1_retarded_target,d5:r61:peven:b1,yes,target=d5:r1:peven:b2 expected=d5:r1:peven:b2
H1_retarded_window_identity,d5:r61:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r61:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r61:peven:b1,yes,y=10
H1_retarded_target,d5:r61:peven:b2,yes,target=d5:r1:peven:b2 expected=d5:r1:peven:b2
H1_retarded_window_identity,d5:r61:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r61:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r61:peven:b2,yes,y=10
H1_retarded_target,d5:r62:podd:b0,yes,target=d5:r5:peven:b2 expected=d5:r5:peven:b2
H1_retarded_window_identity,d5:r62:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r62:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r62:podd:b0,yes,y=10
advanced_direct_c2_advanced_integrality,d5:r62:podd:b0,yes,3c+1=1582 2a=1582
H2_direct_child_mod3,d5:r62:podd:b0,yes,c_mod3=2
H2_direct_target,d5:r62:podd:b0,yes,target=d5:r41:podd:b0 expected=d5:r41:podd:b0
H2_direct_window_le_target,d5:r62:podd:b0,yes,y=8
H2_direct_window_le_target,d5:r62:podd:b0,yes,y=9
H2_direct_window_le_target,d5:r62:podd:b0,yes,y=10
H1_retarded_target,d5:r62:peven:b1,yes,target=d5:r5:peven:b2 expected=d5:r5:peven:b2
H1_retarded_window_identity,d5:r62:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r62:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r62:peven:b1,yes,y=10
advanced_direct_c2_advanced_integrality,d5:r62:peven:b1,yes,3c+1=124 2a=124
H2_direct_child_mod3,d5:r62:peven:b1,yes,c_mod3=2
H2_direct_target,d5:r62:peven:b1,yes,target=d5:r41:podd:b0 expected=d5:r41:podd:b0
H2_direct_window_le_target,d5:r62:peven:b1,yes,y=8
H2_direct_window_le_target,d5:r62:peven:b1,yes,y=9
H2_direct_window_le_target,d5:r62:peven:b1,yes,y=10
H1_retarded_target,d5:r62:peven:b2,yes,target=d5:r5:peven:b2 expected=d5:r5:peven:b2
H1_retarded_window_identity,d5:r62:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r62:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r62:peven:b2,yes,y=10
advanced_direct_c2_advanced_integrality,d5:r62:peven:b2,yes,3c+1=3040 2a=3040
H2_direct_child_mod3,d5:r62:peven:b2,yes,c_mod3=2
H2_direct_target,d5:r62:peven:b2,yes,target=d5:r41:podd:b0 expected=d5:r41:podd:b0
H2_direct_window_le_target,d5:r62:peven:b2,yes,y=8
H2_direct_window_le_target,d5:r62:peven:b2,yes,y=9
H2_direct_window_le_target,d5:r62:peven:b2,yes,y=10
H1_retarded_target,d5:r63:podd:b0,yes,target=d5:r9:peven:b2 expected=d5:r9:peven:b2
H1_retarded_window_identity,d5:r63:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r63:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r63:podd:b0,yes,y=10
H1_retarded_target,d5:r63:peven:b1,yes,target=d5:r9:peven:b2 expected=d5:r9:peven:b2
H1_retarded_window_identity,d5:r63:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r63:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r63:peven:b1,yes,y=10
H1_retarded_target,d5:r63:peven:b2,yes,target=d5:r9:peven:b2 expected=d5:r9:peven:b2
H1_retarded_window_identity,d5:r63:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r63:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r63:peven:b2,yes,y=10
H1_retarded_target,d5:r64:podd:b0,yes,target=d5:r13:peven:b2 expected=d5:r13:peven:b2
H1_retarded_window_identity,d5:r64:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r64:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r64:podd:b0,yes,y=10
H1_retarded_target,d5:r64:peven:b1,yes,target=d5:r13:peven:b2 expected=d5:r13:peven:b2
H1_retarded_window_identity,d5:r64:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r64:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r64:peven:b1,yes,y=10
H1_retarded_target,d5:r64:peven:b2,yes,target=d5:r13:peven:b2 expected=d5:r13:peven:b2
H1_retarded_window_identity,d5:r64:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r64:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r64:peven:b2,yes,y=10
H1_retarded_target,d5:r65:podd:b0,yes,target=d5:r17:peven:b2 expected=d5:r17:peven:b2
H1_retarded_window_identity,d5:r65:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r65:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r65:podd:b0,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r65:podd:b0,yes,3c+1=130 2a=130
H3_lift_child_mod3,d5:r65:podd:b0,yes,c_mod3=1
H3_lift_route,d5:r65:podd:b0,yes,T(2c)=43 c=43
H3_lift_target,d5:r65:podd:b0,yes,target=d5:r86:peven:b1 expected=d5:r86:peven:b1
H3_lift_parity_window_exact,d5:r65:podd:b0,yes,y=8
H3_lift_parity_window_exact,d5:r65:podd:b0,yes,y=9
H3_lift_parity_window_exact,d5:r65:podd:b0,yes,y=10
H1_retarded_target,d5:r65:peven:b1,yes,target=d5:r17:peven:b2 expected=d5:r17:peven:b2
H1_retarded_window_identity,d5:r65:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r65:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r65:peven:b1,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r65:peven:b1,yes,3c+1=1588 2a=1588
H3_lift_child_mod3,d5:r65:peven:b1,yes,c_mod3=1
H3_lift_route,d5:r65:peven:b1,yes,T(2c)=529 c=529
H3_lift_target,d5:r65:peven:b1,yes,target=d5:r86:peven:b1 expected=d5:r86:peven:b1
H3_lift_parity_window_exact,d5:r65:peven:b1,yes,y=8
H3_lift_parity_window_exact,d5:r65:peven:b1,yes,y=9
H3_lift_parity_window_exact,d5:r65:peven:b1,yes,y=10
H1_retarded_target,d5:r65:peven:b2,yes,target=d5:r17:peven:b2 expected=d5:r17:peven:b2
H1_retarded_window_identity,d5:r65:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r65:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r65:peven:b2,yes,y=10
advanced_parity_lift_c1_advanced_integrality,d5:r65:peven:b2,yes,3c+1=4504 2a=4504
H3_lift_child_mod3,d5:r65:peven:b2,yes,c_mod3=1
H3_lift_route,d5:r65:peven:b2,yes,T(2c)=1501 c=1501
H3_lift_target,d5:r65:peven:b2,yes,target=d5:r86:peven:b1 expected=d5:r86:peven:b1
H3_lift_parity_window_exact,d5:r65:peven:b2,yes,y=8
H3_lift_parity_window_exact,d5:r65:peven:b2,yes,y=9
H3_lift_parity_window_exact,d5:r65:peven:b2,yes,y=10
H1_retarded_target,d5:r66:podd:b0,yes,target=d5:r21:peven:b2 expected=d5:r21:peven:b2
H1_retarded_window_identity,d5:r66:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r66:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r66:podd:b0,yes,y=10
H1_retarded_target,d5:r66:peven:b1,yes,target=d5:r21:peven:b2 expected=d5:r21:peven:b2
H1_retarded_window_identity,d5:r66:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r66:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r66:peven:b1,yes,y=10
H1_retarded_target,d5:r66:peven:b2,yes,target=d5:r21:peven:b2 expected=d5:r21:peven:b2
H1_retarded_window_identity,d5:r66:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r66:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r66:peven:b2,yes,y=10
H1_retarded_target,d5:r67:podd:b0,yes,target=d5:r25:peven:b2 expected=d5:r25:peven:b2
H1_retarded_window_identity,d5:r67:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r67:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r67:podd:b0,yes,y=10
H1_retarded_target,d5:r67:peven:b1,yes,target=d5:r25:peven:b2 expected=d5:r25:peven:b2
H1_retarded_window_identity,d5:r67:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r67:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r67:peven:b1,yes,y=10
H1_retarded_target,d5:r67:peven:b2,yes,target=d5:r25:peven:b2 expected=d5:r25:peven:b2
H1_retarded_window_identity,d5:r67:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r67:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r67:peven:b2,yes,y=10
H1_retarded_target,d5:r68:podd:b0,yes,target=d5:r29:peven:b2 expected=d5:r29:peven:b2
H1_retarded_window_identity,d5:r68:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r68:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r68:podd:b0,yes,y=10
H1_retarded_target,d5:r68:peven:b1,yes,target=d5:r29:peven:b2 expected=d5:r29:peven:b2
H1_retarded_window_identity,d5:r68:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r68:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r68:peven:b1,yes,y=10
H1_retarded_target,d5:r68:peven:b2,yes,target=d5:r29:peven:b2 expected=d5:r29:peven:b2
H1_retarded_window_identity,d5:r68:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r68:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r68:peven:b2,yes,y=10
H1_retarded_target,d5:r69:podd:b0,yes,target=d5:r33:peven:b2 expected=d5:r33:peven:b2
H1_retarded_window_identity,d5:r69:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r69:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r69:podd:b0,yes,y=10
H1_retarded_target,d5:r69:peven:b1,yes,target=d5:r33:peven:b2 expected=d5:r33:peven:b2
H1_retarded_window_identity,d5:r69:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r69:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r69:peven:b1,yes,y=10
H1_retarded_target,d5:r69:peven:b2,yes,target=d5:r33:peven:b2 expected=d5:r33:peven:b2
H1_retarded_window_identity,d5:r69:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r69:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r69:peven:b2,yes,y=10
H1_retarded_target,d5:r70:podd:b0,yes,target=d5:r37:peven:b2 expected=d5:r37:peven:b2
H1_retarded_window_identity,d5:r70:podd:b0,yes,y=8
H1_retarded_window_identity,d5:r70:podd:b0,yes,y=9
H1_retarded_window_identity,d5:r70:podd:b0,yes,y=10
H1_retarded_target,d5:r70:peven:b1,yes,target=d5:r37:peven:b2 expected=d5:r37:peven:b2
H1_retarded_window_identity,d5:r70:peven:b1,yes,y=8
H1_retarded_window_identity,d5:r70:peven:b1,yes,y=9
H1_retarded_window_identity,d5:r70:peven:b1,yes,y=10
H1_retarded_target,d5:r70:peven:b2,yes,target=d5:r37:peven:b2 expected=d5:r37:peven:b2
H1_retarded_window_identity,d5:r70:peven:b2,yes,y=8
H1_retarded_window_identity,d5:r70:peven:b2,yes,y=9
H1_retarded_window_identity,d5:r70:peven:b2,yes,y=10
H1_retarded_target,d5:r71:podd:b0,yes,target=d5:r41:peven:b2 expected=d5:r41:peven:b2
